drugName,condition,review,rating,rating_category,review_length,positive_word_count,negative_word_count
Aripiprazole,Depression,i ve suffered depression from 35 years it started situational then was magnified by an intense traumatic brain injury in 2010 i ve tried every ad on market i had horrible side effects trouble tapering down and really no relief on abilify no weight gain no spaciness no dilated pupils this drug works even through a death 12/30 husband dxed bip over xmas i'm not taking any other ad mg plus klonopin,9,positive,72,1,1
Cymbalta,Depression,i suffer from major depression and many antidepressants have been of little help my psychiatrist recently put me on cymbalta and it changed my life at first it made me feel very racy and jittery but after riding that out for a bit the side effects went away now taking 60 mg a day i feel the best i ve felt in about 20 years,10,positive,65,1,0
Wellbutrin,Depression,my only complaint is that i got the prescription from a gp who'started me off on 150 mg which is way too intense a dose to start off with and made me have crazy mood swings i ve done my research and got a new doctor and there's something called a 75 mg pill they're supposed to start you on so you can ease into it but anyway i ve been on it for months now and my mood has i'mproved significan'tly i'm a lot more active than i used to be i used to be very lethargic and unmotivated and i'm also a lot more talkative definitely saved my life,8,positive,111,0,0
Invokana,Type 2 Diabetes,i ve been taking invokana for months in addition to metformin and januvia it did help me a little losing weight but it definitely did help my daily blood sugar levels from 250 to 125 or less in the morning i think it is really good and i'm glad my doctor prescribed it to me,9,positive,55,1,0
Amitriptyline,Depression,dry mouth and weight gain is a big pain however most of the ti'me i feel it is worth going through for the benefits,9,positive,24,0,0
Escitalopram,Depression,i'm taking the ti'me to comment on this drug because i have found a lot of negative horror stories about lexapro i know that everyone handles medication differently however i can'tell you from my experience this medication is a life saver i was on 40 mg for years off for year and am back on 20 mg i hemmed and hawed about getting back on i'm not sorry i did my depression lifted and my horrible obsessive thoughts are now not taking over my life i give this a because it helps but is hard to come off of even weaning the proper way all in all though it has made all the difference in bringing me out of my slump,9,positive,121,0,1
Dulaglutide,Type 2 Diabetes,this medicine is awesome some stomach issues in the beginning nausea indigestion they do not persist after a few weeks my mood has i'mproved as well as less of an appetite i uave not had any hypoglycemic events let your dose get to room temperature before injection,9,positive,47,0,0
Diltiazem,High Blood Pressure,had high blood pressure episode of 200/120 a combination of acute stress not enough exercise pre-diabetic dehydration and not watching sodium intake moderately fit and no overweight er gave me metoprolol 100 mg a day and developed an antagonistic/allergic reaction sending me back to the er started on losartan 25 mg for two days and bp didn't go down as expected stress test show normal everything except for borderline bp and rapid heart rate 112 cardiologist put me in 120 mg cartia xt took a first dose last night bp dropped 80/60 77 no symptoms had water and feet up woke up with 100/70 82 laying down an 110/70 86 standing up so far ringing of the ears i hear my heart sounds and dry mouth it s working so far i will take it in the morning instead,10,positive,139,0,0
Pristiq,Depression,this medicine has changed my life i was ready to kill myself and having terrible situational depressive episodes after only one week of pristiq i was writing music and enjoying my family again my situation has not changed and i still have physical pain but my outlook on life is a complete turnaround,10,positive,53,0,1
Trulicity,Type 2 Diabetes,on trulicity for months now haven't lost weight even though appetite has decreased and i get frequent heartburn bad unless i eat something definitely seems worse when stomach is empty did some research don't think i want to stay on this stuff will see my endo next week,5,neutral,48,0,1
Venlafaxine,Depression,hi i need info about effexor venlafaxine 225 mg two weeks ago i had a drug test required for my job the result turn out false positive for cocaine i am 57 years old male and totally never took cocaine in my life i was fired on the spot from my job i am devastated there was no way that i could protest this result i am a pipelines worker and in my 37 years experience at work this has never happend to me this was a urine test please if anybody here can help with advices i would be so grateful this is absolutely unfair unreal thanks for reading peace rene,7,positive,112,0,0
Wellbutrin SR,Depression,and / months on wb quality of life i'mproved significan'tly i am more emotionally resilient have an increase in daily energy and i feel more motivated to do the things that we're languishing on the back burner before i have been on other ads and this one is different it didn't numb me it lifted me up the range of emotions is still there but the difference is i can come back from sadness without being a total mess it hasn't made me a better person it s just made life less of an uphill battle i ve lost 20 of the 30 lbs i needed to lose so far too cons lengthy start up phase weeks for me requires lots of patience plus i couldn't sleep properly on wellbutrin without my trazodone at night,9,positive,135,0,0
Venlafaxine,Depression,effexor xr saved my life i had severe clinical depression for one year and my doctor tried different antidepressants on me all to no avail i sought the help of a psychopharmacologist in palo alto ca he met with me for 90 minutes did an evaluation and prescribed effexor xr for me he stairstepped me up to 300 mg/day within 12 days and within weeks i felt like my old self again it felt miraculous i'may be on it for the rest of my life but i don't mind one bit i am enjoying life again,10,positive,96,0,0
Olmesartan,High Blood Pressure,my wife tried benicar once a day and her bp came up after hour her doctor advised her to take benicar twice a day once in the morning and once at night now it has got her bp under control however the insurance companby refuses to pay for it twice a day saying it has no effect we have proof that in her case it does we challeged their refusal to no effect,8,positive,73,0,0
Venlafaxine,Depression,worked quite well for someti'me had side effects which we're attributed to another medicine i was on at the ti'me through trial and error it was discovered the other medicine was not at fault i was having kidney problems along with frequent edema in my legs and feet also constant mucus and tightness in throat helped with depression but side effects became serious also weight gain dr tapered me off this medicine,7,positive,72,0,0
Terazosin,High Blood Pressure,terazosin works well for both high blood pressure and bph one of the better medications for reducing blood pressure in my opinion,10,positive,22,1,0
Fluoxetine,Depression,i ve been taking 10 mg for five weeks and i feel nothing but worse - more sluggish more depressed more unfocused and not just depressed as i was but angry and depressed,4,neutral,33,0,0
Parnate,Depression,side effects are terrible they inlcude diarrhea dry mouth in my case weight gain it also made me agitated i have been trying to withdraw from it and now have neuromuscular symptoms of cramping teeth grinding eye blinking,1,negative,38,0,1
Fosinopril,High Blood Pressure,i am a very fit and active 60 year old man my weekly routine involves a great deal of very strenuous cardiovascular exercise i ve been taking this drug for almost 10 years for hereditary essential hypertension it works wonderfully and i have experienced no side effects what'soever and it controls my blood pressure perfectly i can discern no negative effects on my athletic performance i can recommend it without qualification particularly to whom fitness and exercise is i'mportant,10,positive,79,2,0
Trulicity,Type 2 Diabetes,do not take this medicine unless you like heart burn vomiting and diarrhea terrible product,2,negative,15,0,1
Hydralazine,High Blood Pressure,i have hypertension i have been taking a combination of amlodipine / benazepril while this has been somewhat effective my doctor also prescribed 50 mg of hydralazine twice a day this medication has shot my pulse up to very high levels three ti'mes most recently from 77 to 105 this morning while it has reduced my blood pressure slightly it is not worth the shaking difficulty urinating feelings of anxiety and headache side effects i almost checked myself into the emergency room two nights ago i tested withholding the medication and i am sure it is the hydralazine i checked and many people especially men over the age of 60 suffer side effects like this,1,negative,115,1,0
Desvenlafaxine,Depression,i ve been on pristiq for about yrs started on 50 mg but after a couple of months i started feeling very moody dr put it up to 100 mg again a few months later same thing happened had it increased to 150 mg i ve been on this dose for over a year dr never thought i would take this dose as i am small frame and only 55 kg i started taking it at night and found that my mind was going at a million miles an hr did not sleep for a week changed to the morning which works well as others have mentioned if i'miss a dose i get dizzy pristiq has helped me saved my marriage and my life i am calmer anxiety gone mood swings gone suicidal thoughts gone give it ti'me and if all else fails get help good luck,10,positive,147,2,0
Pristiq,Depression,i started taking pristiq a little over a month ago and it took over months for the company to accept me into the program i'm only 18 and don't usually prescribe this medication to people who are around 18 but since i am younger the medicine is completely free which is nice i took a dna test which tells you which medication is most efficient and this was the / on the list for antidepressants haven't had many side effects but over the more ti'me i take it i feel more numb however i didn't take the medicine for days and the withdrawal is horrid,6,neutral,105,0,0
Lexapro,Depression,i have only been taking lexapro for about - weeks but it seems to work for me so far i started this medicine due to very bad panic attacks and depression i have only had one very minor panic attack since and it was within the first few days of taking it i find it a lot easier to calm myself down now and my panic attacks don't spiral i used to have crying episodes that would last hours and i have not cried once since i started lexapro side effects- i have had some headaches and muscle tension and i can feel quite dizzy and foggy someti'mes but as long as it keeps my panic attacks away i really don't mind i felt nauseous the first few days but it went away quickly,8,positive,134,0,1
Prozac,Depression,i have seen a difference when i changed from prozac to cymbalta and out of both of these i will choose prozac,10,positive,22,0,0
Tekturna,High Blood Pressure,very good medicine blood pressure is down and no side effects also sex is much better now,9,positive,17,1,0
Venlafaxine,Depression,like others i d been on paxil and lexapro before lexapro helped for a few months only i ve been on effexor xr for a month now and what a difference i have more energy and i'm thinking more clearly thank god for this medicine i have an active year old who now has her mommy back,10,positive,57,0,0
Dulaglutide,Type 2 Diabetes,i have now been on trulicity about 18 months when i started injecting trulicity my sugar levels we're between about 15 and 27 old units for which i also used 80 units if long acting insulin in the morning and 80 units at night plus novarapid which i had with lunch and my evening meal i felt so ill that if i had carried on i would have got some serious complications with my life trulicity is hard at first for me especially the nausea and the stomach pains but you have to persevere for a few months until your body gets used to this drug anyway skipping forward 18 months i am now st lbs lighter my sugar levels are constant at about / plus i don't take any insulin at all now i am very careful what i eat i would recommend trulicity,10,positive,145,0,0
Duloxetine,Depression,i have been on cymbalta for 10 weeks now i started at 30 then went to 60 i was feeling wonderful less negative less worried it was great however the last 10 days or so i have started clenching my teeth severe nausea horrible dreams weight gain and dizziness i don't want to go back to the way i was feeling before however i can't continue feeling this way either,4,neutral,70,2,1
Zoloft,Depression,generic sertraline gave me some relief but it made me jittery and gave me headaches after reading testi'monials i insisted on the name brand zoloft so glad i did it s like a completely different medicine more relaxed and not full of negative thinking i still get overly anxious if something stressful happens but it doesn't last long side effects are more tolerable though it does make me tired,8,positive,69,0,0
Vortioxetine,Depression,i ve tried a few antidepressants and this one worked i'mmediately what i like is that i wasn't wonder whether it was me or the drug that was making me happy i was just happy with this other drugs make me not care but this is like a real narcotic where it just instantly makes you happier the side effects are bad yeah-- constant nausea and stomach aches but if that's what it takes for me to function then so be it my insurance may not cover it though and i am on the last week of my samples right now the doctor told me it would take ti'me to feel a difference but i felt on the first ti'me i took it it is definitely a sti'mulant because my jaw hurts a little bit but at least i'm not crying anymore,10,positive,142,0,1
Prozac,Depression,i started taking prozac two years ago and i thought it wasn't doing anything for me so i cut cold turkey which i do not advise because you could become very suicidal and i did not take it for months just about a week ago i started taking it again and i have to say i feel so much better i realized prozac was working for me because i wasn't having intense feelings anymore when small things upset me i was able to cope with them more and now when i look back on when i was taking it years prior to my cut off i remembered i did better than when i wasn't taking i'm really pleased on this medication and i'm glad i take it yes i still get upset but i do not go from being a to a 10 remember its not a magic pill it is only to help,9,positive,154,0,0
Sertraline,Depression,my 20 year old daughter was in a stump of being unmotivated unhappy and very negative she had always been very focused happy and loved life i recommended she go to her family physician and see about taking a low dose of anti depressant months later my daughter is back to herself zoloft has really helped her and she is a joy to be around again she has clai'med the only side effect is she had trouble sleeping the first weeks when on zoloft but now she s sleeping again,10,positive,90,0,0
Pristiq,Depression,i have been on 100 mg of pristiq for three years for depression and anxiety without question it has changed my life incredibly i waited 47 years to have the courage to take an antidepressant and wish with all my heart i had met this medication in my 20 s i started on 50 mg but after a two months reluctantly headed up to 100 my reservations we're for nothing this medication has worked beautifully for me i did have side effects in the first few weeks beating heart very thirsty and slight headaches but they passed quickly and i have been amazed by its strength ever since i have had some serious life crises to deal with in the past three years and often feared the medication would not be able to hold me it always has i have an amazing therapist who i saw for the first two years but no longer need that'support the medication is enough i used to have so many concerns about taking any such medications - was frequently turned away from them by what i d read as horror stories online i wanted to let you know it s not for all of us some of us do have great reviews maybe not enough of us drop back to pass them on because we got busy with our new lives where wellness is the new normal i never worry about coming off them i don't care if i have to take them forever as long as i feel this good i'm not ending my relationship with them,10,positive,264,3,0
Atenolol,High Blood Pressure,neurologist put me on pri'madone to stop tremors caused by seizures medication was working great new doctor switched me to atenolol chest pains tightness in chest hard to breathe dizzy fainted feeling suicidal could not read called doctor his rn said to go off it i'mmediately later fainted called pharmacist he said get to er stat my bp is usually 120/63 was 188/88 when i was first admitted to er spent hours on iv etc er md told me never to do beta blockers had no idea this rx was a beta blocker,1,negative,93,1,0
Fluoxetine / Olanzapine,Depression,i created this account just to tell my experience with this medicine i literally had almost given up on life my depression and anxiety we're on a downward spiral and it was destroying my quality of life relationships and school i have tried almost every kind of medicine possible to include effexor xr adderall wellbutrin zoloft paxil and prozac alone within a week i have never felt better in my life i'm a new person my head feels clear calm and opti'mistic i take it before bed which knocks me out i love it because my racing mind kept me up all the ti'me at first its hard to wake up but now i wake up alert and chipper before i literally would sleep for two days straight this has changed my life so much,10,positive,135,1,0
Bupropion,Depression,i thought this was going to be a game changer seeming that i already take a high dose of effexor all i can say is i'm up and down mostly down cry everyday need to get off after a few short weeks,4,neutral,42,0,0
Lexapro,Depression,i have been a heavy drinker in the past and decided to completely quit drinking about weeks ago for a variety of reasons i had never really been depressed up to this point but maybe i was dealing with my depression through drinking all along i digress i slid into a depression i could not put one foot in front of the other work performance sex life hobbies and social skills all seemed to suffer my family and friends some pharmacists and nurses urged me to try an ssri and see if it made a difference they assured me that depression was common in early sobriety and that i'may need a boost to get back to living a fulfilling life i was prescribed lexapro 10 mg weeks ago and i can already tell the difference everyday gets better,8,positive,138,0,0
Sertraline,Depression,zoloft has helped me a lot i suffered from mild depression and mild anxiety for years i'm a 38 yr old male i requested zoloft from the dr and i'm on the 50 mg dose it started working right away i felt effects the first night i was sick the next day but that was the only ti'me i had some euphoria during the first couple of weeks next to i'mpossible to orgasi'm i have zero anxiety it s amazing not as depressed but didn't fully take it away but really helped it was the right choice for me highly recommended i would make the same choice,10,positive,107,1,1
Prozac,Depression,excellent medication usually works great have no complaints when used for depression only,10,positive,13,3,0
Trulicity,Type 2 Diabetes,weeks on trulicity injection and my continued previous metaformin each day my last injection left side i had blood on injecting and later purple around that local site for the past weeks i ve had a sore inside the right floor of the nostril which is uncomfortable initially i used to feel full all the ti'me but now i have a desire to eat more my weight has dropped considerably but this morning has risen generally my energy level has been better my blood sugar is mostly and lower half hour after food i note my sugar hasn't gone beyond and after hours i tested and found it was back to or lower i am more actively engaged in doing chores metaformin i found myself doing stroking movement all the ti'me,8,positive,131,0,0
Pristiq,Depression,this has a been a wonder drug for me i have been taking it along with a low dose of wellbutrin for weeks and i don't think i have ever felt better in my life i noticed an i'mprovement within a few days no problems sleeping,10,positive,46,0,0
Amlodipine,High Blood Pressure,took mg for a year with not recognizing any side effect at annual checkup blood pressure was over 200--but i had just taken a bad fall and had big ti'me bruises and a hematoma excuse bad spelling on hip dr bumped up amlodipine to 10 mg within 10 days noticed significan't swelling of ankles and feet and experienced pain on the inside of legs the entire length of the leg cut dose to mg and pain gone next day swelling reduced two weeks on mg and blood pressure 135/70 another week on mg and 130/69 feet and ankles still somewhat'swollen frequent leg cramps every night considering going back to mg,2,negative,110,0,1
Bupropion,Depression,going in and out of depressed feelings weekly,6,neutral,8,0,0
Wellbutrin Xl,Depression,i have struggled with depression for most of my life after a particularly bad few months i decided it was best to talk to my doctor about medication one of my biggest issues was concentration which is why i was put on wellbutrin xl it didn't do much for my inability to concentrate but it did wonders for my energy levels and general mood i did experience side effects my hands would shake my stomach would get bloated and gassy i had more trouble falling asleep someti'mes had ringing in my ears but most of these either disappeared completely after about a month and the others are very di'minished the only reason i didn't give it a 10 is because i ended up having to pair it with another antidepressant,9,positive,130,1,1
Fluoxetine,Depression,i am a 60 year old woman who'seemed to be depressed all the ti'me i was always depressed and crying now i never get depressed and seldom do i cry and things that bothered me they don't affect me much now this has been a godsend for me,10,positive,48,0,0
Venlafaxine,Depression,i ran out of my medicine for about days i started getting these extremely strange noises in my head something like the noise a squirrel makes or an electrical static noise as soon as i started back on my pills it went away today i didn't take my medicine on ti'me hours later i took it but the noise reminded me someone please explain this to me,9,positive,67,0,0
Metoprolol,High Blood Pressure,i am a 30 year old female and i have high blood pressure and tachycardia approxi'mately 20 minutes or so after i would take my dose of lopressor i would get symptoms si'milar to a panic attack extreme hot flash and rapid heartbeat more rapid than my usual my pulse rate is usually around 100-105 as it is when i told my doctor he told me to quit taking the lopressor and then he put me on another high blood pressure medicine i only took lopressor for a few days because of the side effects so i cannot comment on it s effectiveness in blood pressure reduction,2,negative,107,0,0
Tranylcypromine,Depression,awful anxiety and depression 25 years can't count the new and therefore better ssri drugs i tried on parnate i noticed a tremendous i'mprovement in to weeks and it kept getting better depression and anxiety wiped away not embarrassed to be myself anymore social enjoying life dietary restrictions are so miniscule as to be laughable and no red wine chocolate hah 90 of the things they tell you not to eat are bogus or unproblematic nowadays ssris can't raise serotonin levels anywhere near what an maoi is capable of and the dopamine increase may be what has helped my energy and joy for life again severe and treatment resistant google ken gillman and start living,10,positive,115,0,1
Clonidine,High Blood Pressure,hair loss sleepy thirsty low energy,6,neutral,6,0,0
Lisinopril,High Blood Pressure,i started taking the lisinoprol a few weeks ago and i woke up with a migraine and throwing up so i quit taking it wanted to try it again and the same thing migraine and throwing u i think the high bp is better than that i ve tried it four ti'mes and the same thing keeps happening,1,negative,58,0,0
Invokana,Type 2 Diabetes,took this med for about months if i could have given it a lower rating than - - i would i had constant yeast infections peed all the ti'me excessive thirst dry skin and vaginal sores heck i'might as well have not taken it as i had all the symptoms of high blood sugar and it would have been cheaper i would not recommend this drug for anyone,1,negative,68,0,0
Vortioxetine,Depression,i just started this medication today and felt the nausea and upset stomach within an hour of taking it food felt to heavy for my irritated stomach so i decided to make a protein shake with a scoop of matcha green tea powder and some almond milk after finishing the shake i felt relief from the nausea and my energy went up it seems like it would work great if it didn't irritate the stomach i'm going to give it another few days and if the nausea continues i'm stopping it,5,neutral,91,1,0
Venlafaxine,Depression,i have been on and off this med ti'mes this year there is just nothing else that works as good as this med does for me i ve tried sertraline 25 mg bupropion 75 mg bupropion sr 75 mg and fluoxetine 20 mg but those had no positive outcome like venlafaxine i was taking 75 mg for months on separate occasions and goodness this med kept my mood on the bright side despite any stressors thrown at me this year i ve recently gone back down to 37 mg a day because after a while this med did seem to make me forget to take it at ti'mes and it also left me emotionless i wasn't depressed anymore but i couldn't feel happy for all of the little things either i was just too chill too content this med turned my life around god bless,8,positive,145,2,0
Provigil,Depression,most awesome medicine ever made non- addictive will be used more for ms md and parkinson s is much needed,10,positive,20,0,0
Cymbalta,Depression,i started on cymbalta 30 mg and it i'mproved my mood so my prescriber increased to 60 mg 60 mg caused increased irritability and negative thinking so i decided to taper off this caused flu-like symptoms and the shakes so started researching cymbalta withdrawal surprisingly a lot of people have si'milar symptoms when coming off cymbalta the only way to avoid it is to open the capsules and divide the pellet's to take a gradually reduced dose over several weeks my prescriber suggested returning to 30 mg to alleviate the withdrawal symptoms and i have stayed there for the past months i am back to experiencing positive effects - i feel like i am coming out of a fog i didn't realize had been surrounding me for years,8,positive,128,0,0
Hydralazine,High Blood Pressure,my blood pressure numbers runs high i was given hydralazine 25 mg x a day then increase to 50 mg this medication gave me the worse head ache blurred vission dizziness dry mouth chest pains very tired it drop some but not enough to continue taking this drug i going back to the doctor to get something else it had me in bed and sitting for most of the day totally out of it made me feel like i was tired this medication is not worth taking,2,negative,87,0,0
Paxil,Depression,it worked great for 12 years than i decided to stop taking it and deal with some emotional issues bad idea incredibly difficult to get off of nausea for a month and after that i was dizzy for another month fell into a horrible depression saw and felt the gates of hell ironically i'm now taking drugs to deal with my depression lexapro lamictal and seroquel dealing with my emotional issues but i definitley would do things differently if had to do it over,9,positive,84,1,2
Bupropion,Depression,i started taking 150 mg twice a day and i started feeling a difference since day the very first night i woke up in the middle of the night agitated because a very vivid dream and they only got worse as days went by to the point i could not differentiate dreams with reality and having a lot of trouble to wake up during the day i was feeling hopeful again and started doing things i had stopped doing but on day approx i had a major panic attack at work feeling like choking due to lack of oxigen and started hyperventilating which i had never experienced before in my life so long story short i ended up in er that night even though the paramedics suggested it was gonna go away by itself i still wanted to be checked out horrible experience,1,negative,143,0,1
Wellbutrin,Depression,i had experienced a very traumatic event and was prescribed this medication wellbutrin at 150 mg for three day then 300 mg everyday but at separate ti'mes within a week i could feel a strange feeling like i couldn't stop thinking about just what i was seeing and how miserable i felt a few days later i hit the lowest point in life soon afterward i was experiencing some suicidal thoughts had to take a benzo to relax and it went away never taking that again i was on it only weeks,1,negative,92,0,0
Exenatide,Type 2 Diabetes,this med worked well for the first weeks i had lost about 20 lbs and liked that part the next or shots didn't seem like it did anything the lumps remained though after about a month off the drug the lumps started to go away and the sulfur burps stomach cramps constipation nausea and intermittent diarrhea took over i was sick about months as the lumps slowly dissolved it took another months before i felt normal again i think the med didn't dissolve like it should have then it all released at once and made me sick also the needle was huge and a pain to get ready i switched to trulicity lately and am having good results,1,negative,118,1,1
Wellbutrin,Depression,suffer from sad and ptsd tried zoloft but had sexual side effects and still felt depressed i have taken wellbutrin with much success occasionally i have stopped taking it and the depression returns no sexual side effects and i'm back to my usual happy positive and energetic self i ve had to increase the dose to 300 mg xl four ti'mes daily still felt the blues and lack of concentration on 150 four ti'mes a day doing great no extreme side effects ringing in ears stopped love the decrease in appetite and am now able to and desiring to exercise so the weight loss is a plus occasional nausea but able to deal with it i love feeling back to my old self highly recommend,10,positive,125,2,0
Phenelzine,Depression,severe anxiety and debilitating depression - a normal active happy person reduced to nothing but the dark in a bed for months prescribed every drug in the book in every combination - twice all absolutely utterly totally useless one day my doc said we are going to try an unusual dangerous drug - nardil because its your only hope fantastic utterly incredible in two days i was living again and i was nearly better,10,positive,74,1,1
Venlafaxine,Depression,i take 300 mg effexor am and 15 mg mirtazapine pm just before i go to sleep this combination has worked very well for me and the only side effect i really have is a bit of dry mouth but that's probably exacerbated by smoking for me they counteract each others side effects at these dosages cause at 225 mg effexor and 30 mg mirtazapine i had an insatiable appetite at night ti'me,10,positive,73,0,0
Escitalopram,Depression,after struggling with depression and anxiety for the past 10 years 23 now i was beyond miserable with the way i felt due to the depression and anxiety i isolated myself from friends dreaded things i used to enjoy etc i saw my doctor about a month ago and was prescribed escitalopram generic of lexapro at mg in the beginning of starting this medication i noticed nausea increased anxiety and irritability and tiredness after weeks of starting this medication i slowly started feeling the positive effects which included lowe'red depression and the ability to control my anxiety and panic attacks i am so grateful my doctor prescribed me this medication because i finally feel like i'm regaining my happiness and self-esteem,9,positive,121,0,0
Sertraline,Depression,worst experience i ve ever had on any medication my doctor started me on a small dose within 30 minutes of taking it i felt a buzzing in my head and a fuzzy numb feeling then about an hour later the really bad side effects kicked in my heart started racing and feeling like it was going to explode i started hearing voices i felt so bad i almost called 911 -- i couldn't even stand up or lay down -- just laid propped up on the couch for about 24 hours until the effects started wearing off it was the scariest experience i ve ever had and made me afraid to take any other anti-depressant,1,negative,116,0,2
Mirtazapine,Depression,i took endep 145 mg for 10 years it was fantastic for my insomnia and really helped with my anxiety and depression but i always had poor word recall and memory dry mouth and dry eyes severe constipation and no motivation weight gain i recently came off them i ve been taking 30 mg of mirtazepam now i have none of the above side effects and so far i feel really good,8,positive,72,2,0
LAmotrigine,Depression,i am being treated for clinical depression my anxiety was getting bad i could not sleep but was always tired so my doctor prescribed my this in a low dose i knew there would be side effects but these made me feel terrible i had absolutely no energy at all still had problems falling asleep when i slept it was even harder to get up can't even hear alarm clock go off when i got up i would have absolutely no energy at all for the entire day till night i took them for / wks and stopped after a few days i felt better go back to doctor he gives me a higher dose i took half of a pill and felt like a zombie again for days straight i called my doc but he isn't in till next week don't know why he told me to keep taking them,3,negative,151,0,2
Abilify,Depression,abilify has truly changed my life before i started taking it i was crying every day for hours a day i felt a sadness for what'seemed like no reason and it just would not go away i started with mg and felt no change but at mg i felt a drastic i'mprovement in my mood i take it in addition to adderall xr for adhd i was taking vistaril for my anxiety but that doesn't do anything but make you ridiculously tired so i just got klonopin going to give that a try my only drawback to abilify is that for me it makes me very tired so i take it at night,9,positive,113,0,0
Trintellix,Depression,i get anxiety and depression i ve tried several antidepressants and for anxiety too none worked for me they would cause drowsiness and didn't even work for my anxiety i would be around my co-workers even felt like i was twitching and they couldn't walk by me because i felt like ants all over my body i started taking brintellix 10 mg and i'm only 114 pounds it works great for me more alert at work and wake up at am and feeling refreshed,9,positive,84,2,0
Sertraline,Depression,zoloft has been a lifesaver something that helps keep my crippling mdd and sad at bay and make it through life normally even happier as this was the 1st antidepressant i tried and it worked also no side effects at all thank you god,10,positive,44,0,0
Fluoxetine,Depression,i have been on prozac for about one month i feel like i am able to function again the only issue i have is that i have no interest in sex and i have gained quite a bit of weight,5,neutral,40,0,0
Diovan Hct,High Blood Pressure,i ve been on diovan hct for about a year i had previously been on lisinopril hct also for high blood pressure for about years before that but began having side effects which disappeared as soon as i switched to diovan hct i haven't had any side effect issues with diovan hct other than rare lightheadedness when standing quickly which is not so intense as to cause any problem and the big i'mprovement for me in diovan is that my blood pressure measured at home is much more evenly controlled with lisinopril hct my blood pressure would be high one day and low the next and the lightheadedness when standing quickly could be so intense that at ti'mes i felt close to blacking out all in all diovan hct is worth the higher cost to me over the generic lisinopril hct,10,positive,141,0,0
Onglyza,Type 2 Diabetes,i have been diabetic for years and recently came off insulin to try onglyza and have been on it for days on insulin my fasting was on average 120 but have not been able to get my fasting below 175 on this medicine i still take metformin and would like to see if this works and not go back on insulin i have noticed i have less appetite on onglyza and have lost pounds and have not had any other side effects i am hoping the medicine just needs to build up in my system any suggestions to bring down my fasting number would be appreciated,5,neutral,106,1,0
Nebivolol,High Blood Pressure,this is my first ti'me on any high blood pressure medication my new pri'mary care physician noticed that recently it s been high during my visits so he decided to put me on bystolic the day he put be on this medication before i started it i was driving to work in the morning and suffered what i can only assume a panic attack feels like which is why i went to my doctor later that day my heart was pounding through my chest my face and arms went numb chest pain and dizziness anyway i have been on it for less than a month and have seen no negative side effects yet and my bp has been normal the only reason i didn't give this a 10 is because i have only been on it a short amount of ti'me we ll see if i get the same results over ti'me,8,positive,152,0,0
Canagliflozin,Type 2 Diabetes,took invokana about months glucose numbers we're great started getting horrible yeast infection it would not go away even with prescription medication the itching started vaginal and anus area i was miserable no type medication would eradicate the itching infection got so bad my good white blood count cells could not fight off the infection in my body started feeling weak extremely thirsty eating so much ice my ice machine could not keep up with me started coughing a lot short of breath anemic body aches dry hair and skin plus i still had the yeast smell had blood test performed at local hospital white count cells was 247 thousand normal is 10 thousand diagnosis cancer chronic mylogenous leukemia my blood got infected,7,positive,123,2,2
Diltiazem,High Blood Pressure,be prepared for a mental health day my first 240 mg dose wiped me out for a full 24 hours i was dizzy and just plain off sitting to standing was a crash and burn experi'ment it passed quickly and since 2nd day was okay,6,neutral,45,0,0
Desvenlafaxine,Depression,i was on celexa for a year and a half due to post partum i slowly weened off it and was off for months before the depression came back i was then put on pristiq big mistake after days my pupils we're dilated and i had sweats daily i ended up being admitted to emergency and they said i had serotonin syndrome too much for me,2,negative,66,0,0
Remeron,Depression,i have been on every ssri out there and they do nothing for me i was on remeron about years ago and noticed a significan't lift in my depression and felt as i did before i suffered from depression it also allowed me to get the sleep i struggle so hard to get every night after a layoff with no insurance i came off remeron i recently have suffered from major depressive disorder and was put on what was supposed to be the best of the best lexapro after a year i still saw no difference except for the lack of sex and asked my psychiatrist to switch me to remeron he was surprised but did so with no objection and i'm currently tapering off the lexapro and only two weeks into it i am beginning to feel much better already,8,positive,141,1,0
Trulicity,Type 2 Diabetes,addendum to june 13th post my a1c is down from in may that's points in months yaay my endo was very pleased he started me on trulicity 75 in may because i was having gi issues with janumet i ve had no nausea or diarrhea with trulicity only mild headache decreased appetite some abdominal soreness/achiness and low blood sugars during the day now i take -10 units of novolog prior to meals and at ti'mes none at all depending on my blood sugar reading my levemir has decreased as well- i take 42 units at night vs the previous dosage of 50 units twice daily my weight is down lbs i recently filled a prescription for a 90-day supply of trulicity and did not have a co-pay overall i am pleased,9,positive,131,0,0
Paroxetine,Depression,i went to my pri'mary doctor for a check up i told hi'm that i just was not feeling right he referred me to the mental health clinic the doctor there asked me a lot of questions about how i felt was i suicidal discussed my military life and any combat experience that was to check on ptsd she started me on paxil i had the usual side effects of dry mouth couldn't sleep excessive urination constipation and diarrhea but i got over the side effects when my body got used to the medication one of the main problems with this medication is that i cannot get an erection and cannot orgasm,10,positive,112,0,0
Canagliflozin,Type 2 Diabetes,i have been on invokana 300 for two years i have lost weight my numbers have decreased it was covered by my insurance - but now the state is no longer covereing invokana on my insurance because i work for a government funded public school i would like to continue on invokana but according to the pharmacy it will now cost me 1342 00 for a 90 day supply,9,positive,69,0,0
